repo_name,all_commit,one_file,c_language,is_opt_keyword,has_file,has_file_with_func,one_func,one_func_deduplicate,is_opt_llm,is_opt_final
bitproto,596,238,40,8,8,8,5,5,5,3
bitsery,120,32,22,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bitset2,17,8,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bitshares-core,6421,3444,2614,100,100,100,58,58,58,19
bitshuffle,346,180,41,5,5,5,0,文件不存在,0,0
bitstruct,225,115,13,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bitthunder,1747,1000,755,11,11,11,3,3,3,0
bitty,356,104,64,5,5,5,4,4,4,0
bitwise,258,170,73,1,1,1,0,文件不存在,文件不存在,文件不存在
bjoern,473,247,92,1,1,1,1,1,1,1
bkcrack,268,141,65,4,4,4,2,2,2,2
bl,4502,1219,392,6,6,6,5,5,5,0
bl-mt798x,198,83,30,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bl808_linux,18,9,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bl_iot_sdk,114,42,17,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
black_hole_shader,42,15,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blackbox-fuzzing,4,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blackbox-tools,96,34,26,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blackboxwm,1651,850,592,11,11,11,4,4,4,3
blackchocobo,1592,552,219,5,5,5,3,3,3,2
blackmagic,5980,3969,3481,119,118,118,45,45,45,10
blackmagic-esp32-s2,137,59,30,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blackmagic-espidf,59,26,15,5,5,5,1,1,1,0
blacksmith,16,8,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blacksun-framework,51,41,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blade,73,43,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bladeGPS,72,41,15,1,1,1,0,文件不存在,文件不存在,文件不存在
bladeRF,3795,2172,1309,104,104,104,37,37,37,3
bladebit,264,116,35,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blah,326,183,117,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blah2,192,79,19,1,1,1,1,1,1,1
blake2_simd,469,209,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blandwidth,11,9,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blargSnes,191,48,31,2,2,2,2,2,2,0
blastfoam,1752,686,228,14,14,14,0,文件不存在,文件不存在,文件不存在
blaustahl,94,67,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blaze,23,12,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blazingmq,469,208,103,5,5,5,2,2,2,1
blazingsql,8208,3667,914,14,14,14,12,12,12,3
blc,89,21,13,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bldc,3248,1157,838,30,30,30,16,16,16,4
bldc-motor-control-FOC,17,9,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ble-sdk-arduino,369,212,59,1,1,1,0,文件不存在,文件不存在,文件不存在
ble_ctf,97,60,9,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ble_spam_ofw,6,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blend2d,294,122,90,4,4,4,2,2,2,0
blender,145982,76716,60327,2851,2851,2851,1118,1118,1118,401
blensor,56131,27877,21974,749,749,749,275,文件不存在,文件不存在,文件不存在
blessed,288,174,145,7,7,7,1,1,1,0
blikvm,391,220,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blind-jump-portable,1285,477,278,5,5,5,2,2,2,2
blink,612,155,122,9,9,9,4,4,4,0
blinker-esp-idf,59,16,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blinker-library,1735,585,456,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blinker-nRF52,6,3,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blinkt,309,166,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blis,2383,917,342,35,35,35,6,6,6,5
blislab,176,50,13,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blisp,161,99,18,1,1,1,0,文件不存在,0,0
blitsort,45,29,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blitz,1909,1393,643,29,28,28,5,5,5,0
blitzar,537,88,23,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blitzmax,99,60,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bloaty,710,371,210,6,6,6,2,2,2,2
blobbyvolley2,1960,646,471,20,20,20,10,10,10,2
blobdrop,304,158,39,1,1,1,1,1,1,0
blobify,49,25,18,1,1,1,0,文件不存在,文件不存在,文件不存在
bloc-pattern,115,41,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blockbench,79,35,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blockchain-crypto-mpc,128,97,12,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blocking-tutorial,4,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blockly,539,185,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blocknet,20624,9963,5982,338,338,338,190,10,10,2
blockparser,138,66,52,1,1,1,0,文件不存在,0,0
blocks,49,20,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blog,188,84,32,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blog-codes,28,25,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blogc,862,438,155,16,16,16,12,12,12,1
blogstuff,116,61,26,6,5,5,2,2,2,0
blogtech,112,73,39,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bloom,17,9,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bloomd,550,360,243,9,9,9,1,1,1,0
bloomfilter-rb,124,71,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bloomz.cpp,65,30,13,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bls,856,476,140,2,2,2,1,1,1,1
bls-signatures,611,345,105,4,4,4,2,2,2,0
blt,1625,887,20,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blue-sky,99,81,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blueTag,109,105,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bluebomb,12,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bluecherry-apps,3531,2063,711,30,30,30,19,19,19,7
bluechi,1065,373,103,1,1,1,1,1,1,0
bluepad32,1654,733,294,15,15,15,6,6,6,1
bluepill,23,11,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bluepill-serial-monster,224,149,92,3,3,3,1,1,1,0
bluepy,340,246,30,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bluerange-mesh,212,74,22,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bluesnarfer,17,12,2,0,0,0,0,文件不存在,0,0
bluetoe,1175,443,306,13,13,13,2,2,2,0
bluetooth,294,125,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bluetooth_stack,165,32,22,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bluetooth_visual_speaker_esp32,646,379,293,5,5,5,2,2,2,2
bluez,28101,19794,17063,302,302,302,97,97,97,21
bluez-alsa,1076,303,257,17,17,17,3,3,3,0
bluez-tools,127,42,29,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blur,139,76,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blurhash,377,216,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blutter,86,48,25,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bluubomb,16,7,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
blynk-library,2055,1257,453,18,18,18,3,3,3,0
bm,1436,848,627,9,9,9,6,6,6,3
bm3d-gpu,20,12,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bmc-cache,5,4,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bmc64,802,275,142,1,1,1,0,文件不存在,文件不存在,文件不存在
bmcweb,3119,1770,1500,104,104,104,31,31,31,4
bmenu,128,106,79,2,2,2,1,1,1,1
bmf,538,249,94,1,1,1,0,文件不存在,文件不存在,文件不存在
bmon,151,107,58,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bmp280,23,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bms-firmware,376,117,82,5,5,5,1,1,1,0
bnet,165,97,49,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bngblaster,1475,611,461,28,28,28,17,17,17,6
bnkextr,22,11,8,1,1,1,0,文件不存在,文件不存在,文件不存在
bnn-fpga,11,7,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
board-stm32f103rc-berial,14,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bob_cassette_rewinder,73,30,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bobscheme,138,24,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bochs,127,82,20,1,1,1,0,文件不存在,文件不存在,文件不存在
boden,1195,312,148,4,4,4,2,2,2,0
body2hands,17,4,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bof-collection,6,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bof-vs,2,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bof_template,15,8,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bohrium,8699,3906,1613,21,21,21,13,13,13,8
boiii-free,1465,964,492,6,6,6,4,4,4,2
boilerplate,409,65,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bokeh-camera,27,23,11,2,2,2,1,1,1,1
bolero,232,86,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bollu.github.io,1877,1129,52,1,1,1,0,文件不存在,0,0
bolt,276,99,24,1,1,1,0,文件不存在,文件不存在,文件不存在
bomberland,104,46,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bomi,1915,699,376,1,1,1,0,文件不存在,文件不存在,文件不存在
bomutils,53,33,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bon,42,17,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bond,1441,529,76,7,7,7,0,文件不存在,文件不存在,文件不存在
bone-lisp,408,294,177,16,16,16,1,1,1,1
boneDynamicsNode,48,17,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bongocat-osu,98,39,16,1,1,1,0,文件不存在,文件不存在,文件不存在
bonsai,3364,744,435,10,10,10,3,3,3,1
book,6,5,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
book-exercises,224,102,13,2,0,0,0,文件不存在,文件不存在,文件不存在
book_algorithm_solution,77,52,9,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
book_cprogramming,179,162,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
book_paper,24,9,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
book_ros2,105,61,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
books,42,33,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
booksim2,1164,559,493,28,28,28,19,19,19,2
boolinq,156,91,49,7,7,7,4,4,4,2
boomaga,462,192,84,3,3,3,1,1,1,0
boomerang,5914,2505,1701,41,41,41,17,17,17,4
boopkit,248,98,55,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
boost-asio-study,35,10,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
boost-process,1031,551,388,51,51,51,34,34,34,0
boost-python-examples,98,48,6,1,1,1,0,文件不存在,文件不存在,文件不存在
boost.http,115,56,44,5,5,5,2,2,2,0
boost_graph_cookbook_1,712,247,12,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
boost_guide,108,76,33,3,3,3,1,1,1,0
booster,491,263,113,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
boot2c,23,12,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
boot9strap,114,55,25,1,1,1,0,文件不存在,文件不存在,文件不存在
bootimg-info,34,26,22,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bootmii,3,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bootstrap-dht,122,90,79,9,9,9,3,3,3,0
bootterm,91,75,67,6,6,6,3,3,3,0
borderless-window,7,5,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bore-scheduler,285,48,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
borealis,410,130,96,1,1,1,0,文件不存在,文件不存在,文件不存在
boringssl,8820,3328,2302,81,81,81,29,29,29,13
bosch_headunit_root,117,86,14,2,2,2,0,文件不存在,文件不存在,文件不存在
bosdyn-hospital-bot,143,61,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bosen,28,15,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
botan,17256,8243,4470,301,296,296,153,153,153,102
botlib,24,9,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
botnet-hackpack,25,19,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
botnets,4,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
botw,1541,467,154,15,15,15,1,1,1,0
botw-tools,66,19,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
botw-unexplored,75,13,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bouffalo_sdk,637,158,87,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
