repo_name,all_commit,one_file,c_language,is_opt_keyword,has_file,has_file_with_func,one_func,one_func_deduplicate,is_opt_llm,is_opt_final
aws-iot-device-sdk-embedded-C,1215,357,175,6,6,6,0,文件不存在,文件不存在,文件不存在
aws-lambda-cpp,140,91,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
aws-lambda-java-libs,291,99,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
aws-mqtt-websockets,67,46,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
aws-nitro-enclaves-sdk-c,165,79,29,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
aws-ofi-nccl,806,473,305,42,42,42,28,28,28,8
aws-sdk-cpp,4933,1128,540,9,9,9,3,3,3,1
awtk,8104,2490,1499,530,528,528,269,269,269,4
awtk-linux-fb,289,152,57,4,4,4,1,1,1,0
awtrix3,953,613,95,1,1,1,0,文件不存在,文件不存在,文件不存在
ax3600_tool,25,18,12,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
axe,4654,2629,1379,191,190,190,114,114,114,11
axel,913,595,221,16,16,16,9,9,9,2
axle,2890,1302,603,20,20,20,7,7,7,2
axmldec,40,22,5,1,1,1,0,文件不存在,文件不存在,文件不存在
axmol,4202,1934,924,92,92,92,36,36,36,8
axodox-machinelearning,97,26,11,3,3,3,1,1,1,0
axoloti,2020,769,147,2,2,2,1,1,1,0
axom,15781,6155,3347,172,172,172,46,46,46,17
axpbox,162,92,40,2,2,2,1,1,1,1
azahar,10286,4557,3691,114,114,114,46,46,文件不存在,文件不存在
azazel,15,13,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
azerothcore-wotlk,14962,7279,2412,70,69,69,41,41,41,3
azka_studio_code,18,10,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
azkagram,9,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
aztec-2.0,4,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
aztec-packages,10410,3571,313,18,18,18,8,8,8,3
azul,255,117,57,4,4,4,2,2,2,1
azure-c-shared-utility,2410,1064,606,3,3,3,2,2,2,0
azure-http-proxy,90,56,19,2,2,2,1,1,1,0
azure-iot-arduino,131,67,15,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
azure-iot-sdk-c,4583,1686,625,3,3,3,1,1,1,0
azure-sdk-for-c,1989,991,99,3,3,3,0,文件不存在,文件不存在,文件不存在
azure-sdk-for-c-arduino,137,67,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
azure-sdk-for-cpp,3541,1290,251,11,11,11,8,8,8,2
azure-sphere-samples,110,34,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
azure-storage-cpp,330,109,49,2,2,2,2,2,2,1
azureOutlookC2,37,34,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
b-em,2057,1244,1067,44,44,44,10,10,10,5
b-parasite,443,147,70,6,6,6,0,文件不存在,文件不存在,文件不存在
b2,1720,722,388,11,11,11,7,7,7,1
b23.wtf,82,69,40,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
b3,143,53,30,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
b64.c,37,26,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ba-mdslam,22,12,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ba_demo_ceres,33,21,10,1,1,1,0,文件不存在,文件不存在,文件不存在
babeld,2025,1493,1117,16,16,16,10,10,10,2
babyc,237,158,56,1,1,1,1,1,1,0
babylon,197,71,19,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
babys-first-crackme,1,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
backend,108,51,16,1,1,1,0,文件不存在,文件不存在,文件不存在
backscrub,185,140,53,5,5,5,2,2,2,0
backward-cpp,372,315,201,4,4,4,1,1,1,1
backward_ros,193,143,50,1,1,1,0,文件不存在,文件不存在,文件不存在
bacnet-stack,3455,1521,1107,23,22,22,9,9,9,4
bad-bpf,16,8,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bad_ducky,8,4,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
badgemagic-firmware,76,30,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
badslam,94,53,24,4,4,4,3,3,3,2
badspin,2,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
badvpn,1950,1033,912,44,43,43,9,9,9,9
baekjoon,4282,1704,188,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bagel,8971,3133,2915,167,167,167,88,88,88,29
baidudl,124,63,37,3,3,3,1,1,1,1
bake,987,562,397,29,29,29,15,15,15,0
bakelite,97,73,63,6,6,6,1,1,1,0
bakeware,159,74,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
balancing-cube,19,13,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
balde,580,249,113,6,6,6,3,3,3,0
balong-usbdload,91,53,11,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
balongflash,112,52,41,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bam,535,302,156,2,2,2,1,1,1,0
bambu-farm,16,5,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bamdst,93,66,49,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bamtools,518,241,198,5,5,5,1,1,1,1
banan-os,2533,1160,998,30,29,29,4,4,4,3
banana,9,7,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bandit,597,281,142,6,6,6,3,3,3,1
banditlib,27,20,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
banjo-kazooie,645,100,60,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
banned,16,15,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bao-hypervisor,561,268,194,1,1,1,1,1,1,0
bar,252,190,138,2,2,2,0,文件不存在,文件不存在,文件不存在
barbot,87,36,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
barco,70,27,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bare,1229,749,160,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bare-metal-programming-guide,237,160,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bare-metal-series,28,11,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
barebox,27707,14873,11353,414,412,412,170,167,170,25
baremetal,18,12,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
baremetal-arm,99,42,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
baremetalembedded,13,11,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bareos,13804,6945,2329,42,42,42,18,18,18,2
baresip,4250,2618,2112,39,39,39,15,15,15,3
bark,3507,1395,560,24,24,24,13,13,13,0
bark.cpp,109,30,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
barkeep,120,40,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
barkour_robot,8,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
barnyard2,167,91,65,4,4,4,1,1,1,0
barrelfish,7652,3504,2075,45,44,44,13,13,13,1
barretenberg,2915,643,388,30,30,30,11,11,11,3
bart,3784,2054,1400,80,80,80,28,28,28,17
basalt,435,216,59,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
base,7757,4350,1973,53,53,53,16,16,16,4
base-components-tool,123,44,32,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
base16384,181,104,24,1,1,1,0,文件不存在,0,0
base64,14,10,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
base64simd,263,83,41,3,3,3,0,文件不存在,文件不存在,文件不存在
based-connect,131,67,51,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
basekernel,1053,502,405,3,3,3,2,2,2,1
bash,219,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
basic-algo-lecture,1844,1623,1251,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
basic-blockchain-programming,17,9,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
basic-windows-kernel-programming,7,4,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
basicOCR,7,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
basic_framework,272,23,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
basic_wm,55,31,17,1,1,1,1,1,1,0
basicpp,34,17,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
basicstation,11,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
basil,31,4,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
basilisk,11606,4956,1210,26,26,26,13,13,13,0
basis,173,40,15,1,1,1,1,1,1,0
basis_universal,821,596,152,6,6,6,4,4,4,3
basque,532,344,19,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bass,79,30,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bastet,67,30,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
batari-Basic,64,37,17,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
batman-adv,3337,1860,1592,75,75,75,45,45,45,6
batocera-emulationstation,6656,3380,1776,50,50,50,21,21,21,4
batsignal,60,22,16,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
baulk,1177,275,149,10,10,10,6,6,6,0
bayer2rgb,24,8,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bayesopt,521,103,37,2,2,2,1,1,1,0
bbPOV-P,53,23,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bb_spi_lcd,131,53,28,3,3,3,0,文件不存在,文件不存在,文件不存在
bbc-fdc,544,319,250,10,10,10,7,7,7,0
bbf,52,19,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bbn-m5stack-tough,1411,1395,828,2,2,2,2,2,2,2
bbs-fw,363,224,33,1,1,1,0,文件不存在,0,0
bbswitch,102,79,57,1,1,1,1,1,1,0
bc7e,10,9,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bc7enc,48,37,21,1,1,1,0,文件不存在,文件不存在,文件不存在
bc7enc16,44,38,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bc7enc_rdo,114,98,21,4,4,4,0,文件不存在,文件不存在,文件不存在
bcache-tools,98,62,36,1,1,1,0,文件不存在,文件不存在,文件不存在
bcachefs,1335585,817150,704191,45277,45174,45174,17875,2,163,63
bcal,342,216,86,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bcc,4880,2482,688,40,40,40,19,19,19,5
bcd,89,36,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bcdec,30,20,15,5,5,5,2,2,2,2
bcflight,400,160,35,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bcftools,3081,1343,956,33,33,33,11,10,11,4
bcg729,154,88,17,1,1,1,0,文件不存在,文件不存在,文件不存在
bcl,191,68,36,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bcm2-utils,1148,801,627,54,54,54,21,21,21,2
bcolz,1280,687,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bcos,72,38,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bcov,20,15,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bcpd,63,37,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bcrypt-ruby,358,202,29,1,1,1,0,文件不存在,文件不存在,文件不存在
bcrypt_elixir,93,41,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bcst_csapp,223,67,37,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bcw_codebook,361,136,68,3,1,1,0,文件不存在,文件不存在,文件不存在
bdd-for-c,72,50,35,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bddisasm,362,205,49,2,2,2,1,1,1,1
bde,14874,6013,5225,164,164,164,41,41,41,14
bdlauncher,139,56,24,3,3,3,0,文件不存在,文件不存在,文件不存在
bdsync,113,64,29,2,2,2,0,文件不存在,0,0
bdvl,124,53,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bdwgc,5864,3617,2093,73,73,73,18,18,18,2
be-injector,8,7,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
be-shellcode-tester,15,4,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
beacon,82,31,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
beacown,1,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
beagle-lib,1718,795,417,36,36,36,3,3,3,2
beaglebone-ai,43,17,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
beagleg,996,471,288,18,18,18,9,9,9,3
beam,14074,5242,3736,93,92,92,33,33,33,11
beamcoder,252,111,33,1,1,1,0,文件不存在,文件不存在,文件不存在
beanstalkd,844,444,279,4,4,4,3,3,3,1
bearlibterminal,417,156,93,1,1,1,0,文件不存在,文件不存在,文件不存在
bearparser,665,333,233,4,4,4,2,2,2,1
beast,2450,355,181,7,7,7,1,1,1,1
beatmup,46,21,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
beatsaber-linux-goodies,278,148,15,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
beautify,161,40,21,4,4,4,0,文件不存在,文件不存在,文件不存在
beauty,147,82,32,2,2,2,1,1,1,0
bebop_autonomy,159,43,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bedaisy-reversal,2,1,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bedops,1918,1125,186,8,8,8,3,3,3,2
bedrock-viz,332,165,49,1,1,1,1,1,1,0
bedrocklinux-userland,1042,689,92,2,2,2,1,1,1,0
bedtk,31,19,12,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bedtools,921,420,250,12,12,12,8,8,8,1
bedtools2,2144,969,507,27,27,27,17,9,9,1
bee.lua,2052,1093,613,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
beebjit,2833,1331,1082,129,129,129,66,66,66,33
beefweb,1148,495,84,2,2,2,0,文件不存在,文件不存在,文件不存在
beegfs,32,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
beeos,252,64,49,1,1,1,0,文件不存在,文件不存在,文件不存在
beep,15,12,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bees,801,499,294,38,37,37,19,19,19,9
beetle-psx-libretro,2753,1406,1094,38,37,37,22,22,22,8
beg-cplusplus17,1,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
beg_mod_cpp,23,8,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
beginners-C-program-examples,385,331,226,3,0,0,0,文件不存在,文件不存在,文件不存在
beginning-cpp20,240,103,60,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
behavior_captcha_cracker,29,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
behavioral-model,1363,491,214,5,5,5,3,3,3,0
bekantfirmware,37,18,13,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bela-online-course,41,16,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
belle,80,55,9,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
beluga,309,60,16,5,5,5,2,2,2,0
bemanitools,612,278,136,8,8,8,1,1,1,1
bemenu,612,399,256,2,2,2,2,2,2,1
benchmark,1600,835,395,34,34,34,17,17,17,4
benchmark-websocket,71,33,12,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
benchmarking-fft,29,14,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bergamot-translator,446,232,44,2,2,2,1,1,1,0
berkeley-softfloat-3,40,15,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
berry,340,210,132,5,5,5,2,2,2,0
berrylan,185,137,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
berserk,780,280,207,20,20,20,6,6,6,5
bert.cpp,31,16,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bess,2976,1585,748,43,42,42,11,11,11,6
best,36,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bestline,41,25,22,3,3,3,1,1,1,0
betaflight,18732,8764,6958,332,332,332,115,45,14,3
betrfs,143,113,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
betsy,97,51,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
better-cpp-syntax,2679,1042,28,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
better-enums,142,69,38,2,2,2,0,文件不存在,文件不存在,文件不存在
better-sqlite3,1519,894,73,3,3,3,0,文件不存在,文件不存在,文件不存在
better-sqlite3-multiple-ciphers,1582,849,74,3,3,3,0,文件不存在,文件不存在,文件不存在
better_astar_global_planner,5,4,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
better_fastlio2,109,45,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
betterquant,79,61,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
betterquant2,4,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bevdet-tensorrt-cpp,31,11,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bewegungsfelder,30,12,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
beyla,1619,517,26,3,3,3,3,3,3,2
bezier,112,72,49,2,2,2,1,1,1,0
bf-romulator,336,186,22,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bfbb,444,88,61,3,3,3,1,1,1,0
bfdecrypt,7,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bfgminer,12717,8398,6746,188,188,188,72,72,71,19
bfjit,20,17,17,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bfp,122,54,44,4,4,4,3,3,3,3
bfs,2065,1084,635,41,41,41,9,9,9,6
bg3se,1157,368,197,8,8,8,3,3,3,3
bgame,3277,927,718,50,49,49,17,17,17,8
bgc,1493,1304,16,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bgen,24,16,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bgfx,8869,4264,3175,46,46,46,19,19,19,4
bgfx-minimal-example,17,4,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bgipc,55,37,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bgpq3,200,77,49,2,2,2,1,1,1,0
bgpq4,444,218,112,6,6,6,4,4,3,0
bgrep,26,25,13,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bgslibrary,312,187,34,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bgu,6,2,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bhi-spectre-bhb,3,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bhook,94,31,16,2,2,2,2,2,2,0
bhtsne,83,57,13,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bibletime,6448,2964,2083,272,272,272,150,150,150,60
biblioteq,5573,2590,1172,11,11,11,6,6,6,1
bibtool,774,321,116,35,35,35,6,6,6,0
bic,889,517,264,1,1,1,0,文件不存在,文件不存在,文件不存在
bicon,153,77,20,1,1,1,0,文件不存在,文件不存在,文件不存在
bifang,18,4,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bifrost,767,362,144,1,1,1,1,1,1,0
big-launcher,48,13,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bigartm,1679,627,220,12,12,12,5,5,5,2
bigdecimal,1052,711,361,17,17,17,6,6,6,1
bigflow,36,31,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bigg,38,13,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bigger,172,84,39,3,3,3,3,3,3,0
bigint,36,16,9,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
biglasso,347,181,29,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bigmemory,340,143,31,1,1,1,0,文件不存在,文件不存在,文件不存在
bikabika,129,17,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bikeshed,126,44,30,1,1,1,0,文件不存在,文件不存在,文件不存在
biliobs,2,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bim,1082,929,763,17,17,17,12,12,12,3
bimg,390,233,190,3,3,3,2,2,2,2
bimpy,212,162,89,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bin-graph,57,32,11,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bin2c,10,5,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
binapi,102,43,26,1,1,1,0,文件不存在,文件不存在,文件不存在
binary-greedy-meshing,108,45,31,6,6,6,4,4,4,4
binary_bakery,132,25,16,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
binary_log,350,231,86,4,4,4,0,文件不存在,文件不存在,文件不存在
binary_search,62,56,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
binary_viewer,92,40,15,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
binaryninja-api,4985,2886,777,35,35,35,7,7,7,3
binbloom,40,30,20,1,1,1,1,1,1,0
bind9,42680,23837,9822,216,216,216,57,57,57,17
binder,554,309,148,1,1,1,0,文件不存在,文件不存在,文件不存在
binder-for-linux,15,8,3,1,1,1,0,文件不存在,文件不存在,文件不存在
binderceptor,12,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bindfs,364,195,81,3,3,3,1,1,1,0
bindp,42,35,19,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
binexport,440,200,50,2,2,2,0,文件不存在,文件不存在,文件不存在
binjgb,608,337,245,15,15,15,4,4,4,4
binlog,298,103,51,6,6,6,4,4,4,3
binmap,36,23,13,3,3,3,1,1,1,0
binn,136,85,37,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
binocle-c,399,163,97,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
binopt,65,39,36,7,7,7,2,2,2,2
binrec-tob,163,70,23,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
binspector,83,47,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
binutils-gdb,121398,32872,14943,237,235,235,85,85,3,1
bio_ik,185,105,44,1,1,1,1,1,1,1
bioawk,51,25,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
biodynamo,1763,737,259,17,17,17,9,9,9,5
biofast,111,54,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
biogeme,1272,1012,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
biometric-converter,22,10,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
biosdrain,45,19,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
biosim4,60,44,17,2,2,2,0,文件不存在,文件不存在,文件不存在
bipedal-locomotion-framework,2642,1213,451,46,46,46,15,15,15,0
bipolar,1093,687,184,7,7,7,3,3,3,0
bipropellant-hoverboard-firmware,233,89,52,1,1,1,0,文件不存在,文件不存在,文件不存在
bird,4321,2144,1441,35,35,35,14,14,14,8
birdtray,1212,725,213,2,2,2,1,1,1,0
bish,316,143,86,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bison,7979,3086,957,24,24,24,0,文件不存在,文件不存在,文件不存在
bistro,9415,4258,88,12,12,12,5,5,5,1
bit7z,1630,831,378,85,85,85,34,34,34,1
bitbucket-backup,1,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bitcoin,43490,21091,11014,728,728,728,380,380,380,131
bitcoin-abc,29329,12285,6543,389,389,389,192,69,78,27
bitcoin-hacking-tools,3,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bitcoin-iterate,75,39,29,6,6,6,0,文件不存在,文件不存在,文件不存在
bitcoin-seeder,169,99,77,2,2,2,0,文件不存在,文件不存在,文件不存在
bitcoin-sv,18949,8578,5243,260,260,260,142,28,28,10
bitcoin-tool,66,32,19,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bitcoinArchive,23,14,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bitcoinxt,10302,4730,3093,156,156,156,78,20,20,8
bitcoinz,12502,5891,3686,164,164,164,83,1,1,1
bitconch-core,644,414,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bitconnectcoin,30,25,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bitcracker,130,91,25,1,1,1,0,文件不存在,文件不存在,文件不存在
biteopt,410,180,77,35,34,34,7,7,7,1
bitkeeper,10494,2823,1387,64,63,63,28,28,28,14
bitkey,34,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bitlbee,3504,1861,1186,31,31,31,15,15,15,3
bitlbee-discord,275,173,138,3,3,3,1,1,1,1
bitlbee-facebook,184,113,79,1,1,1,0,文件不存在,文件不存在,文件不存在
bitlbee-steam,369,168,117,5,5,5,2,2,2,0
bitmap,44,27,11,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bitpacker,25,4,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
bitpit,6488,3237,2310,149,149,149,96,96,96,89
